ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,9.5,131,785,"NORMAL, WARM/COLD TEMP, SUPER LOAD SIZE",,False,Dual,China,False,,Drum,,,No,Top,Impeller,HWMP95TLU,AS/NZS 2040.1:2005/Amdt 3:2010,2.01814717964,2.0,9.2e-05,0.58,"NORMAL, HOT/COLD TEMP, SUPER LOAD SIZE, NORMAL SOILED","Australia,Fiji,New Zealand",0.58,76487,Approved,83.73,0.0,Non-Drum,0.77361,,2018-10-25,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HISENSE,7.5,,420,,,False,Cold,China,True,595.0,Drum,850.0,,Yes on the warm wash program only,Front,,HWFE7510,AS/NZS 2040.1:2005/Amdt 3:2010,3.05112198046,3.0,4e-06,0.38,"Cotton 60 ºC, 1000 rpm, Extra Rinse","Australia,Fiji,New Zealand",0.39,80319,Approved,263.52,0.0,Drum,0.66856,595.0,2019-05-05,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,6.5,,183,,51.8,False,Cold,Germany,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,W1712,AS/NZS 2040.1:2005/Amdt 3:2010,4.58752239545,4.5,0.0,1.87,Cottons 40C,"Australia,New Zealand",0.14,70782,Approved,114.1,51.8,Drum,0.601,,2018-03-11,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,7,136,555,"Normal, Long Wash, 1 Rinse, 9 min Spin, Water level 10, Cold/Cold",85.8,False,Dual,China,True,,Drum,,0.0,No,Top,Impeller,HWMP70-118*,AS/NZS 2040.1:2005/Amdt 3:2010,2.14518092481,2.0,3e-06,1.08,"Normal, Long Wash, 1 Rinse, 9 min Spin, Water level 10, Warm/Cold","Australia,Fiji,New Zealand",1.08,74526,Approved,110.71,85.8,Non-Drum,0.74539,,2018-09-27,,Single product class,Unavailable,http://www.haier.cn/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,8.5,188,280,"Normal, Cold, 1400 rpm.",66.02,False,Cold,"""Korea, Republic of""",True,645.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,Drum,DWD-LD1431,AS/NZS 2040.1:2005/Amdt 3:2010,4.37228161753,4.0,0.0,0.37,"Normal, 40 deg C, 1400 rpm","Australia,Fiji,New Zealand",0.37,78984,Approved,243.0,67.02,Drum,0.56,600.0,2019-02-20,,Single product class,Available,,http://Daewoo Electronics Corp.
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,CellSun,7,0,527,"water saving, remaining default",,False,Dual,China,True,581.0,Non Drum,960.0,,No,Top,,CSXQB70-670,AS/NZS 2040.1:2005/Amdt 3:2010,2.17901957966,2.0,0.0,0.029,"water saving, remaining default (Water Level: Extra High; Water Temp: Warm )","Australia,Fiji,New Zealand",0.029,69431,Approved,72.0,0.0,Drum,0.59,560.0,2018-04-03,,Single product class,Unavailable,http://www.littleswan.com/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,9,93,500,"Water Saving, Tap Cold Temp, High Spin, Normal Soil",83.6,False,Dual,China,True,,Non Drum,,0.4,No,Top,Agitator,WA406DJHDWR,AS/NZS 2040.1:2005/Amdt 3:2010,3.13993038011,3.0,3e-05,0.58,"Water saving, Warm Temp, High Spin, Normal Soil","Australia,Fiji,New Zealand",0.6,66123,Approved,82.0,84.0,Non-Drum,0.61659,,2017-06-12,,Single product class,Available,,http://www.samsung.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,7,71,566,,57.65,False,Dual,Thailand,True,,Non Drum,,27.48,No,Top,Agitator,WA70T60G*,AS/NZS 2040.1:2005/Amdt 3:2010,2.31,2.0,0.0,1.2,Regular; Auto; Warm/Cold; Eco,"Australia,New Zealand",0.0,56637,Approved,48.0,85.14,Non-Drum,0.65,,2016-04-26,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Stirling,9,0,801,-,0.0,False,Dual,China,True,626.0,Non Drum,985.0,0.0,No,Top,Impeller,XQB100-Y1066S,AS/NZS 2040.1:2005/Amdt 3:2010,1.82851724457,1.5,0.0,1.2,"Normal, Remaining default (Water Level:Extra High, Water Temp:Warm)","Australia,Fiji,New Zealand",1.2,72741,Approved,116.0,0.0,Non-Drum,78.2,601.0,2018-06-24,,Single product class,Unavailable,,http://www.tempoaustralia.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SINGER,7,79,569,Speedy soak cold wash program,102.0,False,Dual,China,False,583.0,Non Drum,957.0,0.0,No,Top,Impeller,SIWM7000,AS/NZS 2040.1:2005/Amdt 3:2010,1.89542652322,1.5,0.0,2.2,Speedy soak warm wash program,Australia,2.2,67452,Approved,64.1,102.0,Non-Drum,0.94,569.0,2017-09-24,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Daijitsu,8,,376,,96.7,False,Cold,China,True,,Drum,,0.4,Yes on both the warm and cold wash programs,Front,Drum,CTG128D,AS/NZS 2040.1:2005/Amdt 3:2010,3.47841499367,3.0,0.0,0.44,Cotton 40; 1200 RPM,Australia,0.19,55635,Approved,210.44,97.1,Drum,0.64136,,2016-02-16,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,PYE,5,75,459,normal(soak;wash;rinse;spin),96.0,False,Dual,China,False,,Non Drum,,22.4,No,Top,Impeller,AWM5,AS/NZS 2040.1:2005/Amdt 3:2010,1.76716152654,1.5,0.0,0.168,Normal(soak  rinse spin.- mode5-warm wash),"Australia,New Zealand",1.0,55354,Approved,74.0,118.4,Non-Drum,0.765,,2016-02-02,,Single product class,Available,http://www.gafcontrol.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,5.5,,302,,,False,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,SWF85562,AS/NZS 2040.1:2005/Amdt 3:2010,3.05458247274,3.0,4.5e-05,0.55,Cottons 60 + Eco Option,"Australia,Fiji,New Zealand",0.512,72509,Approved,161.0,0.0,Drum,0.7,,2018-07-17,,Single product class,Available,,http://www.simpson.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BMC,8.5,93,733,"Fuzzy, Water Hot Water Level 12",152.0,False,Dual,China,False,,Drum,,34.0,No,Top,Drum,BTWM851,AS/NZS 2040.1:2005/Amdt 3:2010,1.81721442269,1.5,0.0,1.357,"Normal, water level 8, warm temperature","Australia,New Zealand",1.287,51180,Approved,93.0,186.0,Drum,0.88,,2015-07-05,,Single product class,Unavailable,,http://NA
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8,,367,,67.5,False,Cold,Turkey,True,,Drum,,1.0,Yes on both the warm and cold wash programs,Front,Drum,WH80F60W*,AS/NZS 2040.1:2005/Amdt 3:2010,3.641,3.5,0.0,1.24,"Cotton, 40","Australia,New Zealand",0.21,45935,Approved,161.0,68.5,Drum,0.573,,2014-09-22,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,341,,,False,Dual,"""Korea, Republic of""",True,640.0,Drum,850.0,,Yes on the warm wash program only,Front,,WD14135D6,AS/NZS 2040.1:2005/Amdt 3:2010,4.01622206976,4.0,0.0001,0.46,"Cotton Eco 40, Intensive, Normal Rinse, 1400rpm","Australia,New Zealand",0.31,70044,Approved,305.69,0.0,Drum,0.52927,600.0,2018-01-16,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,EUROMAID,8,,586,,,False,Dual,China,True,625.0,Non Drum,1000.0,,No,Top,Impeller,TL8KG,AS/NZS 2040.1:2005/Amdt 3:2010,2.35101820651,2.0,0.0,0.01,"Normal, Water Level 5, Water Temperature Warm","Australia,New Zealand",0.01,81422,Approved,65.46,0.0,Non-Drum,0.73008,601.0,2019-06-05,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,164,693,"Eco Cotton, Soak 1:20, Wash 23min, Rinse 3",68.4,False,Dual,"""Korea, Republic of""",True,721.0,Drum,1153.0,31.0,No,Top,Impeller,WT-R10686,AS/NZS 2040.1:2005/Amdt 3:2010,2.53159396096,2.5,0.0001,0.27,"Eco Cotton, Soak 1:20, Hot wash, Wash 23min, Rinse 3","Australia,New Zealand",0.28,69289,Approved,159.0,99.4,Non-Drum,0.68688,686.0,2017-11-12,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7.5,,300,Cotton; Intensive; 40 C; 1300 rpm,0.9,False,Dual,"""Korea, Republic of""",True,550.0,Drum,850.0,61.9,Yes on the warm wash program only,Front,Drum,WD13020D1,AS/NZS 2040.1:2005/Amdt 3:2010,4.04740097971,4.0,2.1536e-05,0.04,Cotton; Intensive; 40 C; 1300 rpm,"Australia,New Zealand",0.04,58273,Approved,263.0,62.8,Drum,0.51609,600.0,2016-05-22,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,Cotton Eco; 40; Intensive; Normal Rinse; 1400 rpm,0.4,False,Dual,"""Korea, Republic of""",True,640.0,Drum,850.0,69.9,Yes on the warm wash program only,Front,Drum,WD14030D6,AS/NZS 2040.1:2005/Amdt 3:2010,4.0226733673,4.0,0.001,0.46,Cotton Eco; 40; Intensive; Normal Rinse; 1400 rpm,"Australia,New Zealand",0.31,56698,Approved,306.0,70.3,Drum,0.52927,600.0,2016-04-18,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,8,,328,,57.0,False,Cold,Germany,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAS32440AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.01591733408,4.0,0.0,2.788,Cotton; 60deg ; Eco; 1600 rpm spin,"Australia,New Zealand",0.102,58170,Approved,252.0,57.0,Drum,0.503,,2016-07-13,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIEMENS,8,,244,,78.7,False,Cold,Germany,True,590.0,Drum,842.0,0.0,Yes on the warm wash program only,Front,Drum,WM16S741AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.52680947708,4.5,0.0,2.0,Cotton Eco; Normal Soiling;  1 Extra Rinse; 1600RPM,"Australia,New Zealand",0.11,55662,Approved,150.0,78.7,Drum,0.558,600.0,2016-02-09,,Single product class,Unavailable,,http://www.siemens-home.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,7,,238,,71.0,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAE22462AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.22602860197,4.0,0.0,2.26,Cottons 40C; Intensive; 1100rpm,"Australia,New Zealand",0.15,55611,Approved,164.0,71.0,Drum,0.6,,2016-07-03,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,6.5,,241,,55.56,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAE24272AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.04599050885,4.0,0.0,1.89,Cottons Stains 40 1200 rpm spin,"Australia,New Zealand",0.108,55661,Approved,175.0,55.56,Drum,0.603,,2016-03-21,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,6.5,,239,,55.56,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAE20262AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.11052182366,4.0,0.0,1.89,Cottons Stains 40 1000 rpm spin speed,"Australia,New Zealand",0.108,55472,Approved,175.0,55.56,Drum,0.578,,2016-01-26,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,LTG50FSP301AW12,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,74280,Approved,128.0,0.0,Drum,0.79,,2018-08-26,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,LTG50FSP301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,74280,Approved,128.0,0.0,Drum,0.79,,2018-08-26,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,LTE50FSP431AW12,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,74280,Approved,128.0,0.0,Drum,0.79,,2018-08-26,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,LTE50FSP431AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,74280,Approved,128.0,0.0,Drum,0.79,,2018-08-26,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,LFN50FSP301AW12,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,74280,Approved,128.0,0.0,Drum,0.79,,2018-08-26,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,LFN50FSP301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,74280,Approved,128.0,0.0,Drum,0.79,,2018-08-26,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,8,,328,,57.0,False,Cold,Germany,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAS32742AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.01591733408,4.0,0.0,2.788,"Cotton, 60deg , Eco, 1600 rpm spin","Australia,New Zealand",0.102,48067,Approved,252.0,57.0,Drum,0.503,,2015-01-19,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,7,0,265,,0.0,False,Cold,Poland,True,,Drum,,0.0,Yes on the warm wash program only,Front,,WAE24463AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.0088837543,4.0,1.245,2.354,"Cottons 40c, Intensive, 1200rpm","Australia,New Zealand",0.135,73629,Approved,235.0,0.0,Drum,0.59944,,2018-08-02,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ELECTROLUX,9,,436,,,True,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,EWW14912,AS/NZS 2040.1:2005/Amdt 3:2010,3.54042534801,3.5,0.0,0.405,Energy Saver 60degC,"Australia,Fiji,New Zealand,Other",0.623,70006,Approved,299.0,0.0,Drum,0.559,,2018-01-03,,Single product class,Available,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,AEG,8,,315,,65.4,False,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,L77480FL,AS/NZS 2040.1:2005/Amdt 3:2010,4.10433123034,4.0,0.0,0.05,Economy 60degC,"Australia,New Zealand",0.05,59463,Approved,203.0,65.4,Drum,0.5,,2016-07-24,,Single product class,Available,,http://www.aeg.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,AEG,8,,315,,65.4,False,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,L87480FL,AS/NZS 2040.1:2005/Amdt 3:2010,4.10433123034,4.0,0.0,0.05,Economy 60degC,"Australia,New Zealand",0.05,59463,Approved,203.0,65.4,Drum,0.5,,2016-07-24,,Single product class,Available,,http://www.aeg.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,V-ZUG,8,,343,,66.0,False,Cold,,True,600.0,Drum,850.0,,Yes on the warm wash program only,Front,Drum,269,AS/NZS 2040.1:2005/Amdt 3:2010,3.78874632886,3.5,0.0,0.04,"Coloureds 40°C, Soiling Normal, 1400 rpm","Australia,New Zealand",0.0,51485,Approved,174.0,66.0,Drum,0.576,595.0,2015-07-01,,Single product class,Unavailable,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HISENSE,9,,400,,,False,Cold,China,True,620.0,Drum,850.0,,Yes on the warm wash program only,Front,,HWFR9012V,AS/NZS 2040.1:2005/Amdt 3:2010,3.64530601094,3.5,0.0,1.46,"Cotton 60 Degrees, 1200 rpm","Australia,Fiji,New Zealand",0.12,72217,Approved,241.71,0.0,Drum,0.61298,595.0,2018-06-19,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,CellSun,10,,973,"water saving, remaining default",,False,Dual,China,False,,Non Drum,,,No,Top,,CSMAD100-AS2803,AS/NZS 2040.1:2005/Amdt 3:2010,1.6268685587,1.5,0.0,2.32,"soiled, water level 8","Australia,Fiji,New Zealand",2.32,73421,Approved,132.89,0.0,Drum,0.76009,,2018-08-16,,Single product class,Unavailable,http://www.littleswan.com/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ELECTROLUX,7,,287,,,False,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,EWF14742,AS/NZS 2040.1:2005/Amdt 3:2010,4.00694726986,4.0,0.000451,0.541,Energy Saver 60degC,"Australia,Fiji,New Zealand",0.541,73070,Approved,249.0,0.0,Drum,0.51,,2018-07-03,,Single product class,Available,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Euroclean,6,57,245,Standard Cotton+Temp--,56.12,False,Dual,China,True,505.0,Drum,845.0,,Yes on the warm wash program only,Front,,ECGA60FL,AS/NZS 2040.1:2005/Amdt 3:2010,3.79257482163,3.5,0.00019,0.42,Standard Cotton+Temp.40,"Australia,Fiji,New Zealand",,72831,Approved,192.0,56.12,Drum,63.0,590.0,2018-07-17,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Galanz,7,70,340,symbol of clothes & arrow with selection ‘Temp. -- ºC’ and ‘Spin speed 1000’,63.89,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG70-A210TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.37658694389,3.0,0.00014,0.42,symbol of clothes & arrow with selection ‘Temp. 40 ºC’ and ‘Spin speed 1000’,"Australia,Fiji,New Zealand",0.06,72660,Approved,185.0,63.89,Drum,0.661,,2018-07-01,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Galanz,7,70,340,symbol of clothes & arrow with selection ‘Temp. -- ºC’ and ‘Spin speed 1000’,63.89,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG70-A510TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.37658694389,3.0,0.00014,0.42,symbol of clothes & arrow with selection ‘Temp. 40 ºC’ and ‘Spin speed 1000’,"Australia,Fiji,New Zealand",0.06,72660,Approved,185.0,63.89,Drum,0.661,,2018-07-01,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Galanz,7,70,340,symbol of clothes & arrow with selection ‘Temp. -- ºC’ and ‘Spin speed 1000’,63.89,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG70-A810TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.37658694389,3.0,0.00014,0.42,symbol of clothes & arrow with selection ‘Temp. 40 ºC’ and ‘Spin speed 1000’,"Australia,Fiji,New Zealand",0.06,72660,Approved,185.0,63.89,Drum,0.661,,2018-07-01,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,7,74,312,Cottons Cold,72.0,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,,SWF10732,AS/NZS 2040.1:2005/Amdt 3:2010,3.50180056577,3.5,0.000141,0.549,Cottons Eco 60,"Australia,Fiji,New Zealand",0.548,72525,Approved,182.0,72.0,Drum,0.7,,2018-07-17,,Single product class,Available,,http://www.simpson.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARC,5,,420,,,False,Dual,"China,China",True,450.0,Drum,840.0,,Yes on the warm wash program only,Front,,AW5,AS/NZS 2040.1:2005/Amdt 3:2010,2.02477687847,2.0,0.0,0.952,"Cotton Eco, 60 C, 800 rpm","Australia,New Zealand",0.1,72561,Approved,173.0,0.0,Drum,0.72528,600.0,2018-06-18,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARC,5,,420,,,False,Dual,"China,China",True,450.0,Drum,840.0,,Yes on the warm wash program only,Front,,AW5,AS/NZS 2040.1:2005/Amdt 3:2010,2.02477687847,2.0,0.0,0.952,"Cotton Eco, 60 C, 800 rpm","Australia,New Zealand",0.1,72561,Approved,173.0,0.0,Drum,0.72528,600.0,2018-06-18,,Single product class,Available,,
